url,name,sku,selling_price,original_price,currency,availability,color,category,source,source_website,breadcrumbs,description,brand,images,country,language,average_rating,reviews_count,crawled_at
https://www.adidas.com/us/tour-camo-print-hat/GM7499.html,Tour Camo-Print Hat,GM7499,30,,USD,InStock,Blue,Accessories,adidas United States,https://www.adidas.com,Men/Accessories,"Whether you prefer to dress it up or keep it casual, this adidas golf hat adds the finishing touch to any look on the links. Block your face from the bright sun as you eye the green. Play through in comfort and head for the clubhouse in versatile, street-inspired style.

This product is made with Primegreen, a series of high-performance recycled materials.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/b76152464fea41e6beacac2101447ece_9366/Tour_Camo-Print_Hat_Blue_GM7499_01_standard.jpg",USA,en,5,19,50:19.6
https://www.adidas.com/us/essentials-loose-logo-tank-top/H07758.html,Essentials Loose Logo Tank Top,H07758,20,$25 ,USD,InStock,Purple,Top,adidas United States,https://www.adidas.com,Women/Clothing,"What's on the agenda? Whether it's a quick lunch hour workout or a casual hang, you're covered with this adidas tank top. The fit is not too tight and not too loose — just perfectly comfortable. The high neck keeps things covered up front, and the racerback shows off your sports bra while also making sure you have a full range of motion.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/3cbad9836ed14e238064ad120154a49b_9366/Essentials_Loose_Logo_Tank_Top_Purple_H07758_21_model.jpg",USA,en,4.8,116,50:19.6
https://www.adidas.com/us/essentials-loose-logo-tank-top/H07757.html,Essentials Loose Logo Tank Top,H07757,20,$25 ,USD,InStock,Pink,Top,adidas United States,https://www.adidas.com,Women/Clothing,"What's on the agenda? Whether it's a quick lunch hour workout or a casual hang, you're covered with this adidas tank top. The fit is not too tight and not too loose — just perfectly comfortable. The high neck keeps things covered up front, and the racerback shows off your sports bra while also making sure you have a full range of motion.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/96f01ba9c7694f30b2c2ad12015461c4_9366/Essentials_Loose_Logo_Tank_Top_Pink_H07757_21_model.jpg",USA,en,4.8,116,50:19.8
https://www.adidas.com/us/superstar-shoes/FV3143.html,Superstar Shoes,FV3143,50,,USD,InStock,White,Shoes,adidas United States,https://www.adidas.com,Kids/Shoes,"Ready to shine. Whether they're watching a game from the sidelines or taking their first steps towards shooting hoops themselves, these shoes will set your infant up for success. Ever since 1970, when the adidas Superstar shoe first appeared on the basketball court, they've held their place as an icon. This version shines with iridescent 3-Stripes. Elastic laces allow for easy on and off.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/f174f8d962224d329f3fab1900d90f8e_9366/Superstar_Shoes_White_FV3143_01_standard.jpg",USA,en,4.8,46,50:19.9
https://www.adidas.com/us/essentials-loose-logo-tank-top/H07756.html,Essentials Loose Logo Tank Top,H07756,20,$25 ,USD,InStock,Green,Top,adidas United States,https://www.adidas.com,Women/Clothing,"What's on the agenda? Whether it's a quick lunch hour workout or a casual hang, you're covered with this adidas tank top. The fit is not too tight and not too loose — just perfectly comfortable. The high neck keeps things covered up front, and the racerback shows off your sports bra while also making sure you have a full range of motion.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/79b5b020d633469bb5c3ad1201541cb8_9366/Essentials_Loose_Logo_Tank_Top_Green_H07756_21_model.jpg",USA,en,4.8,116,50:20.0
https://www.adidas.com/us/formotion-sculpt-tights/GN9137.html,Formotion Sculpt Tights,GN9137,48,$80 ,USD,InStock,Blue,Bottoms,adidas United States,https://www.adidas.com,Women/Clothing,"Sometimes confidence comes in a surprising form. These adidas tights have a unique sculpted shape to hold you in and targeted compression zones that support your muscles as you bend and stretch. If a compression look is not your thing, order a size up. An adaptive Formotion design follows your natural movement for a better fit and greater comfort in motion. A high rise and flattering length help you focus, even before class begins.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/fbf8d87dc26e45bfb5a3ac5d0180ed8b_9366/Formotion_Sculpt_Tights_Blue_GN9137_21_model.jpg",USA,en,4.2,144,50:20.1
https://www.adidas.com/us/marvel-x-ghosted.3-firm-ground-cleats/FZ1757.html,Marvel X Ghosted.3 Firm Ground Cleats,FZ1757,64,$80 ,USD,InStock,Blue,Sport,adidas United States,https://www.adidas.com,Soccer/Shoes,X has mutated to give you superhuman acceleration. These limited-edition adidas soccer cleats fire a classic comic book character onto the pitch. Cyclops and Marvel X-Men graphics light up the semi-transparent and foot-hugging Speedskin upper as well as the insole. The low-cut silhouette with signature Clawcollar shape locks your foot in for match-long stability and support. The stretchy tongue ensures you can get into them in a flash.,adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/2ecd25d24150448da678ac9900f4258b_9366/Marvel_X_Ghosted.3_Firm_Ground_Cleats_Blue_FZ1757_01_standard.jpg",USA,en,4.4,160,50:20.1
https://www.adidas.com/us/pureboost-21-shoes/GY5110.html,Pureboost 21 Shoes,GY5110,91,$130 ,USD,InStock,Purple,Shoes,adidas United States,https://www.adidas.com,Women/Shoes,"For quick morning miles and more. These adidas Pureboost performance running shoes are so simple, you'll want to wear them beyond your daily run. With responsive BOOST, the comfort is clear as soon as you slip them on. The soft knit upper comes with an external heel counter, which locks your foot in place as you run down that last hill.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/af49508f365845108e9fad1300d503ed_9366/Pureboost_21_Shoes_Purple_GY5110_01_standard.jpg",USA,en,4.5,63,50:20.2
https://www.adidas.com/us/lite-racer-byd-2.0-shoes/GZ8209.html,Lite Racer BYD 2.0 Shoes,GZ8209,56,$70 ,USD,InStock,Grey,Shoes,adidas United States,https://www.adidas.com,Men/Shoes,"Simplicity, versatility and comfort. Lace up these running-inspired shoes on action-filled days. They're quick to slip on when you're racing out the door. The rubber outsole gives you traction on slippery and uneven surfaces. A Cloudfoam midsole is for a soft feel and all-day cushioning.

This product is made with Primegreen, a series of high-performance recycled materials. 50% of the upper is recycled content. No virgin polyester.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/4d8e4da633b144cc90e1ad1a00bc570a_9366/Lite_Racer_BYD_2.0_Shoes_Grey_GZ8209_01_standard.jpg",USA,en,4.6,135,50:20.4
https://www.adidas.com/us/adilette-shower-slides/FZ2853.html,Adilette Shower Slides,FZ2853,20,$25 ,USD,InStock,Pink,Shoes,adidas United States,https://www.adidas.com,Women/Shoes,"When you hit the pool, there's only one thing you need: these adidas slides. Okay, and a bathing suit. The point is, there's no need to pack a separate pair of shoes in your gym bag. All your pre- and post-pool comfort is right here. The slides dry quickly, so hop out of the shower and straight into them before taking on the rest of the day.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/2533bd7aebef4112a775ac3c006d5318_9366/Adilette_Shower_Slides_Pink_FZ2853_01_standard.jpg",USA,en,4.6,327,50:20.9
https://www.adidas.com/us/conext-21-mini-ball/GK3487.html,Conext 21 Mini Ball,GK3487,10,$14 ,USD,InStock,White,Sport,adidas United States,https://www.adidas.com,Men/Accessories,"The world moves to the beat of the beautiful game. This adidas Conext 21 Mini Ball displays a vibrant design inspired by motion. Its interlinking panels represent the unity of soccer's six continental federations. Beneath the laminated surface, a foam core means you won't need a pump to keep this pint-sized ball rolling.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/3b7341a09fc940308c22ac7e01293638_9366/Conext_21_Mini_Ball_White_GK3487_01_standard.jpg",USA,en,5,10,50:21.1
https://www.adidas.com/us/essentials-logo-dress/H42010.html,Essentials Logo Dress,H42010,32,$35 ,USD,InStock,Purple,Set,adidas United States,https://www.adidas.com,Women/Clothing,"If ease is what you're looking for, then the search stops here. This adidas dress is all about it. All you have to do is pull it on, and instantly you're set with comfort. And style, which just comes naturally when there's a big and undeniable adidas Badge of Sport making a statement on the front. The loose shape drapes the body in soft cotton and lets you move entirely your way.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/d465d3eedc704ec09f4cad2401783ddf_9366/Essentials_Logo_Dress_Purple_H42010_21_model.jpg",USA,en,4.7,49,50:21.2
https://www.adidas.com/us/copa-sense.3-turf-shoes/FW6528.html,Copa Sense.3 Turf Shoes,FW6528,64,$80 ,USD,InStock,White,Shoes,adidas United States,https://www.adidas.com,Men/Shoes,"In the cage. On the court. When the walls close in, your senses take over. Let Copa Sense elevate your touch as you switch up your game. The stretchy collar on these adidas soccer shoes makes for easy entry and a secure fit. Once on, the anatomically designed upper keeps you firmly locked in. Soft and durable, the leather forefoot brings step-in comfort and a touch that buys you time on the busiest courts.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/0f4076bb02a046f8bec4ac6f0104c597_9366/Copa_Sense.3_Turf_Shoes_White_FW6528_01_standard.jpg",USA,en,4.3,106,50:21.3
https://www.adidas.com/us/best-version-of-myself-slogan-graphic-tank-top/GS4153.html,Best Version of Myself Slogan Graphic Tank Top,GS4153,18,$25 ,USD,InStock,Yellow,Top,adidas United States,https://www.adidas.com,Women/Clothing,"Every day brings a new opportunity to be the best version of yourself. The inspirational graphic on this adidas tank top reminds you to strive to be a little bit better than the day before. Reach for that goal in comfort, thanks to the racerback design and moisture-absorbing AEROREADY technology. 

By buying cotton products from us, you're supporting more sustainable cotton farming. This product is made with recycled content as part of our ambition to end plastic waste.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/c7143a6d5d614fb0bd1dad1201364143_9366/Best_Version_of_Myself_Slogan_Graphic_Tank_Top_Yellow_GS4153_21_model.jpg",USA,en,4.4,7,50:21.4
https://www.adidas.com/us/essentials-3-stripes-full-zip-hoodie/H07840.html,Essentials 3-Stripes Full-Zip Hoodie,H07840,44,$55 ,USD,InStock,Green,Outerwear,adidas United States,https://www.adidas.com,Women/Clothing,"There are a lot of things we compromise on in life. Comfort isn't one of them. Not with this adidas hoodie, at least. It's made from soft, stretchy cotton to make sure nothing limits your movements. Whether you're warming up or laying low, the casual layer keeps you feeling good on all fronts.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/d0653e12bd194e969094ad1a00da7b12_9366/Essentials_3-Stripes_Full-Zip_Hoodie_Green_H07840_21_model.jpg",USA,en,5,21,50:21.5
https://www.adidas.com/us/best-version-of-myself-slogan-graphic-tank-top/H14698.html,Best Version of Myself Slogan Graphic Tank Top,H14698,20,$25 ,USD,InStock,Black,Top,adidas United States,https://www.adidas.com,Women/Clothing,"Every day brings a new opportunity to be the best version of yourself. The inspirational graphic on this adidas tank top reminds you to strive to be a little bit better than the day before. Reach for that goal in comfort, thanks to the racerback design and moisture-absorbing AEROREADY technology. 

By buying cotton products from us, you're supporting more sustainable cotton farming. This product is made with recycled content as part of our ambition to end plastic waste.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/523b60f9ba394a0892bfad1d013b79a4_9366/Best_Version_of_Myself_Slogan_Graphic_Tank_Top_Black_H14698_21_model.jpg",USA,en,4.4,7,50:21.5
https://www.adidas.com/us/adidas-sportswear-future-icons-logo-graphic-tee/H39753.html,adidas Sportswear Future Icons Logo Graphic Tee,H39753,24,$30 ,USD,InStock,Blue,Top,adidas United States,https://www.adidas.com,Men/Clothing,"There are times to go hard, and then there are moments to give into the stillness. Both are a showcase of strength. Whatever the speed, this adidas t-shirt is down for it. Soft material hangs on the body with a loose, casual shape for total comfort. A logo graphic on the front puts your dedication on full display — not like it wasn't already clear.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/6227efb234134f65a06dad230022b83e_9366/adidas_Sportswear_Future_Icons_Logo_Graphic_Tee_Blue_H39753_21_model.jpg",USA,en,4.6,78,50:21.6
https://www.adidas.com/us/futurenatural-shoes/GX5152.html,FutureNatural Shoes,GX5152,84,$120 ,USD,InStock,Blue,Shoes,adidas United States,https://www.adidas.com,Men/Shoes,"Trends change, but feet remain the same. Made for running and training, these adidas shoes were designed to work with the foot to support natural movement in every direction. A smooth transition between the adidas Primeknit upper and injected PU midsole provides a seamless fit and unrestricted feel. 

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/73f363813c78454884a1ad210178bf8d_9366/FutureNatural_Shoes_Blue_GX5152_01_standard.jpg",USA,en,4.5,204,50:21.8
https://www.adidas.com/us/marvel-superhero-racer-tr-2.0-shoes/H04458.html,Marvel Superhero Racer TR 2.0 Shoes,H04458,35,$43 ,USD,InStock,Black,Shoes,adidas United States,https://www.adidas.com,Kids/Shoes,"For the toddler in your family who's already always on the move, keep their feet cozy in these adidas shoes. The soft upper and lightweight midsole let them explore the big new world in comfort and confidence.

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/7fa0f04111704bbf9899ad1f01781fae_9366/Marvel_Superhero_Racer_TR_2.0_Shoes_Black_H04458_01_standard.jpg",USA,en,5,9,50:21.9
https://www.adidas.com/us/primegreen-essentials-warm-up-slim-3-stripes-track-jacket/H48444.html,Primegreen Essentials Warm-Up Slim 3-Stripes Track Jacket,H48444,40,$50 ,USD,InStock,Blue,Outerwear,adidas United States,https://www.adidas.com,Women/Clothing,"Dash out the door feeling ready for it all. This track jacket has a slim cut with raglan sleeves for a distraction-free feel while warming up or recovering later on. Side pockets keep a bus pass and music player within reach. 

This product is made with Primegreen, a series of high-performance recycled materials.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/a2c3704ca5c64d16b96cad2400b3af40_9366/Primegreen_Essentials_Warm-Up_Slim_3-Stripes_Track_Jacket_Blue_H48444_21_model.jpg",USA,en,4.7,14,50:22.0
https://www.adidas.com/us/sherpa-jacket/HG6676.html,Sherpa Jacket,HG6676,120,$150 ,USD,InStock,Black,Outerwear,adidas United States,https://www.adidas.com,Women/Clothing,"Get the best of ease and style in this adidas Sherpa jacket. Super-soft, ultra fluffy fleece blankets you in comfort. Its voluminous balloon shape, emphasized by elastic on the waist and cuffs, ensures a standout look. Layered pockets play up the drama even more. Statement made.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/9bdfe40ae7a943d2af47ad5f01145cfd_9366/Sherpa_Jacket_Black_HG6676_21_model.jpg",USA,en,4,2,50:22.5
https://www.adidas.com/us/sherpa-jacket/HG6677.html,Sherpa Jacket,HG6677,120,$150 ,USD,InStock,White,Outerwear,adidas United States,https://www.adidas.com,Women/Clothing,"Get the best of ease and style in this adidas Sherpa jacket. Super-soft, ultra fluffy fleece blankets you in comfort. Its voluminous balloon shape, emphasized by elastic on the waist and cuffs, ensures a standout look. Layered pockets play up the drama even more. Statement made.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/b315cd43fc18479b8e7fad5f0114ab47_9366/Sherpa_Jacket_White_HG6677_21_model.jpg",USA,en,4,2,50:22.7
https://www.adidas.com/us/yoga-pants/GU3945.html,Yoga Pants,GU3945,56,$70 ,USD,InStock,Green,Bottoms,adidas United States,https://www.adidas.com,Men/Clothing,"Find your bliss in these adidas yoga pants. AEROREADY wicks away moisture as you try to hold your Scorpion Pose one more second. The soft French terry build might make you not want to get up from Corpse Pose. But achieving that reset feeling afterwards brings you back every time.

This product is made with Primegreen, a series of high-performance recycled materials.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/777d67be9015451ba959ad020004eee1_9366/Yoga_Pants_Green_GU3945_21_model.jpg",USA,en,4.8,20,50:22.7
https://www.adidas.com/us/aeroready-designed-2-move-feelready-sport-long-sleeve-tee/H30296.html,AEROREADY Designed 2 Move Feelready Sport Long Sleeve Tee,H30296,24,$30 ,USD,InStock,Green,Top,adidas United States,https://www.adidas.com,Men/Clothing,"This long sleeve tee is made for busy days. From working out to hauling the kids around town, you'll appreciate the smart design details at every step. Its FreeLift design means an enhanced range of motion and extra coverage at the back. 

This product is made with Primegreen, a series of high-performance recycled materials.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/3aface12089d4016b1a6ad23001ab96d_9366/AEROREADY_Designed_2_Move_Feelready_Sport_Long_Sleeve_Tee_Green_H30296_21_model.jpg",USA,en,4.7,104,50:22.8
https://www.adidas.com/us/fluidflash-shoes/GY5019.html,Fluidflash Shoes,GY5019,60,$85 ,USD,InStock,White,Shoes,adidas United States,https://www.adidas.com,Unisex/Shoes,"You never blend in. So pair your attitude with your look in these adidas Fluidflash Shoes. A design inspired by outer space levels up your sneaker game. Luxe, lightweight softness makes you feel like you're walking in zero gravity. Liftoff.

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/2b1bf02513c94d218497ad1d0115fe29_9366/Fluidflash_Shoes_White_GY5019_01_standard.jpg",USA,en,4.2,120,50:23.0
https://www.adidas.com/us/essentials-slim-logo-shorts/GM5537.html,Essentials Slim Logo Shorts,GM5537,18,$25 ,USD,InStock,Grey,Bottoms,adidas United States,https://www.adidas.com,Women/Clothing,"Go ahead and settle in. Not only do you deserve it, but these adidas shorts make it easy. Soft French terry material is to thank for that. Also, shout out to the drawcord-adjustable waist, which lets you personalize the fit to your liking. While we're giving credit, the side slits on the hem should be given their dues for making sure you move without restriction in total comfort.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/71bea60712d540f88e8dacd20113ad70_9366/Essentials_Slim_Logo_Shorts_Grey_GM5537_21_model.jpg",USA,en,4.8,54,50:23.1
https://www.adidas.com/us/essentials-3-stripes-crop-top/GS1343.html,Essentials 3-Stripes Crop Top,GS1343,20,$25 ,USD,InStock,Black,Top,adidas United States,https://www.adidas.com,Women/Clothing,"You deserve comfort, and this crop top makes sure you get it. It also makes sure you're not just feeling good, but that you look good too. The minimalist, sporty build is all about versatility, which encourages you to make the look entirely yours. Layered, on its own, with high-waisted trousers or played down with sweats — you really can't go wrong. The soft cotton jersey fabric keeps you comfortable, even on the longest of days, with just the perfect amount of stretch.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/4628e02971434b419b94ad03016199a2_9366/Essentials_3-Stripes_Crop_Top_Black_GS1343_21_model.jpg",USA,en,4,6,50:23.2
https://www.adidas.com/us/zx-2k-boost-shoes/GV7380.html,ZX 2K Boost Shoes,GV7380,105,$150 ,USD,InStock,White,Shoes,adidas United States,https://www.adidas.com,Unisex/Shoes,The ZX stepped onto the scene as a revolutionary line of technical runners. These adidas ZX 2K Boost Shoes honor the spirit of innovation that drives change in tech and in culture. No-sew overlays add depth to the upper. Boost keeps your energy high so you're always moving forward.,adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/fb3f10a6736947d19a4fac9300bc16f3_9366/ZX_2K_Boost_Shoes_White_GV7380_01_standard.jpg",USA,en,4.7,2540,50:23.3
https://www.adidas.com/us/lite-racer-byd-2.0-shoes/GZ8211.html,Lite Racer BYD 2.0 Shoes,GZ8211,56,$70 ,USD,InStock,Blue,Shoes,adidas United States,https://www.adidas.com,Men/Shoes,"Simplicity, versatility and comfort. Lace up these running-inspired shoes on action-filled days. They're quick to slip on when you're racing out the door. The rubber outsole gives you traction on slippery and uneven surfaces. A Cloudfoam midsole is for a soft feel and all-day cushioning.

This product is made with Primegreen, a series of high-performance recycled materials. 50% of the upper is recycled content. No virgin polyester.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/97a36b5e5a904f86aa24ad180160f86c_9366/Lite_Racer_BYD_2.0_Shoes_Blue_GZ8211_01_standard.jpg",USA,en,4.6,135,50:23.4
https://www.adidas.com/us/essentials-3-stripes-full-zip-hoodie/H07839.html,Essentials 3-Stripes Full-Zip Hoodie,H07839,44,$55 ,USD,InStock,Blue,Outerwear,adidas United States,https://www.adidas.com,Women/Clothing,"There are a lot of things we compromise on in life. Comfort isn't one of them. Not with this adidas hoodie, at least. It's made from soft, stretchy cotton to make sure nothing limits your movements. Whether you're warming up or laying low, the casual layer keeps you feeling good on all fronts.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/f051670b7aed49fc9b84ad1a00da2f5f_9366/Essentials_3-Stripes_Full-Zip_Hoodie_Blue_H07839_21_model.jpg",USA,en,5,21,50:23.6
https://www.adidas.com/us/zx-2k-boost-2.0-shoes/GZ7823.html,ZX 2K Boost 2.0 Shoes,GZ7823,105,$150 ,USD,InStock,White,Shoes,adidas United States,https://www.adidas.com,Women/Shoes,ZXience expands the ZX universe with a glow. Step into the ZX 2K BOOST 2.0 to experience the cushioned comfort of the wrapped Boost midsole. Embrace the glow of the upper's bold luminous design. Eyes may widen. Embrace all sensations.,adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/0a9e3d5975a54531a022ad0a0080c97d_9366/ZX_2K_Boost_2.0_Shoes_White_GZ7823_01_standard.jpg",USA,en,4.7,58,50:23.8
